id,name,result,wpca:d1,wpca:d2,color,r,opacity,party
mp_ZharkoProfDrObradovic,"Obradovic, Zarko (SPS)",1,1.10419597,-0.018029017,red,0.05,0.7,SPS
mp_ZheljkoSushets,"Susec, Zeljko (SNS)",1,0.901697738,0.258931341,blue,0.05,0.7,SNS
mp_ZhikaGojkovic,"Gojkovic, Zika (SPO)",1,0.393995491,-0.16722813,darkkhakki,0.05,0.7,SPO
mp_ZhivanDjurishic,"Djurisic, Zivan (SNS)",1,1.257542327,-0.075997125,blue,0.05,0.7,SNS
mp_ZlataDjeric,"Djeric, Zlata (NS)",1,-4.906693806,-4.533927533,violet,0.05,0.7,NS
mp_ZoltánPékZoltanPek,"Pék, Zoltán (SVM)",1,1.046376272,0.016980195,green,0.05,0.7,SVM
mp_ZoranAntic,"Antic, Zoran (Non-affiliated)",1,1.08748948,-0.002146229,grey,0.05,0.7,Non-affiliated
mp_ZoranBabic,"Babic, Zoran (SNS)",1,1.127768382,-0.104463007,blue,0.05,0.7,SNS
mp_ZoranBojanic,"Bojanic, Zoran (SNS)",1,1.260807728,-0.076328108,blue,0.05,0.7,SNS
mp_ZoranJozic,"Jozic, Zoran (SNS)",1,0.913537268,-0.117749809,blue,0.05,0.7,SNS
mp_ZoranMilekic,"Milekic, Zoran (SNS)",1,0.149569777,-0.453299604,blue,0.05,0.7,SNS
mp_ZoranPralitsa,"Pralica, Zoran (SNS)",1,0.423420836,-0.367827007,blue,0.05,0.7,SNS
mp_ZvonimirStevic,"Stevic, Zvonimir (SPS)",1,0.763377438,0.246776306,red,0.05,0.7,SPS
mp_AdrianaAnastasov,"Anastasov, Adriana (SNS)",1,1.239598008,-0.870649446,blue,0.05,0.1,SNS
mp_AleksandarDrPeranovic,"Peranovic, Aleksandar (SNS)",1,1.237527978,-0.872496483,blue,0.05,0.1,SNS
mp_AleksandarDrRadojevic,"Radojevic, Aleksandar (Non-affiliated)",1,1.130059262,-0.72011684,grey,0.05,0.1,Non-affiliated
mp_AleksandarChotric,"Cotric, Aleksandar (SPO)",1,1.110358117,-0.690110429,darkkhakki,0.05,0.1,SPO
mp_AleksandarJovichic,"Jovicic, Aleksandar (SNS)",1,0.97951005,-0.233898266,blue,0.05,0.1,SNS
mp_AleksandarJugovic,"Jugovic, Aleksandar (SPO)",1,0.714278871,-0.598022426,darkkhakki,0.05,0.1,SPO
mp_AleksandarMarkovic,"Markovic, Aleksandar (SNS)",1,1.271471039,-0.89537122,blue,0.05,0.1,SNS
mp_AleksandarMartinovic,"Martinovic, Aleksandar (SNS)",1,1.175496971,-0.848961164,blue,0.05,0.1,SNS
mp_AleksandarPajovic,"Pajovic, Aleksandar (SNS)",1,0.77744901,-0.615282332,blue,0.05,0.1,SNS
mp_AleksandarSenic,"Senic, Aleksandar (SDS)",1,-10.17524296,6.510513587,cyan,0.05,0.1,SDS
mp_AleksandraDjurovic,"Djurovic, Aleksandra (SNS)",1,0.806534889,-0.533605096,blue,0.05,0.1,SNS
mp_AleksandraDrTomic,"Tomic, Aleksandra (SNS)",1,1.170464573,-0.727088497,blue,0.05,0.1,SNS
mp_AleksandraMaletic,"Maletic, Aleksandra (SNS)",1,1.144922795,-0.805989093,blue,0.05,0.1,SNS
mp_AleksandraMrJerkov,"Jerkov, Aleksandra (DS)",1,-2.770278436,1.949345869,gold,0.05,0.1,DS
mp_AnaFilipovic,"Filipovic, Ana (SNS)",1,0.156069576,-0.098375544,blue,0.05,0.1,SNS
mp_AnnamáriaVicsekAnamarijaVichek,"Vicek, Anamarija (SVM)",1,1.940559353,-1.491466966,green,0.05,0.1,SVM
mp_ÁrpádFremondArpadFremond,"Fremond, Árpád (SVM)",1,1.51062854,-1.494261382,green,0.05,0.1,SVM
mp_BálintPásztorBalintPastor,"Pásztor, Bálint (SVM)",1,1.098072291,-1.244471822,green,0.05,0.1,SVM
mp_BiljanaHasanovicKorac,"Hasanovic Korac, Biljana (Non-affiliated)",1,-8.918512164,6.352166763,grey,0.05,0.1,Non-affiliated
mp_BiljanaIlicStoshic,"Ilic Stosic, Biljana (SNS)",1,1.532977834,-1.014190021,blue,0.05,0.1,SNS
mp_BiljanaPanticPilja,"Pantic Pilja, Biljana (SNS)",1,1.35344708,-0.966842045,blue,0.05,0.1,SNS
mp_BiljanaSavovic,"Savovic, Biljana (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_BlagojeDrBradic,"Bradic, Blagoje (ZZS)",1,-8.124925913,5.028336641,darkgrey,0.05,0.1,ZZS
mp_BobanDrBirmanchevic,"Birmancevic, Boban (SNS)",1,0.520159587,-0.40609753,blue,0.05,0.1,SNS
mp_BojanZiric,"Ziric, Bojan (NSN)",1,0.051226595,-0.200074257,darkgrey,0.05,0.1,NSN
mp_BorisavKovachevic,"Kovacevic, Borisav (PUPS)",1,0.685578777,-0.598798303,darkred,0.05,0.1,PUPS
mp_BorislavStefanovic,"Stefanovic, Borislav (DS)",1,-4.919312766,4.604309158,gold,0.05,0.1,DS
mp_BranislavDrBlazhic,"Blazic, Branislav (SNS)",1,1.21642646,-0.770782533,blue,0.05,0.1,SNS
mp_BrankaBoshnjak,"Bosnjak, Branka (SDPS)",1,1.161788615,-0.803722611,orange,0.05,0.1,SDPS
mp_BrankaJankovic,"Jankovic, Branka (SNS)",1,0.615678231,-0.234157737,blue,0.05,0.1,SNS
mp_BrankaKaravidic,"Karavidic, Branka (Non-affiliated)",1,-9.977605837,6.28876956,grey,0.05,0.1,Non-affiliated
mp_BrankoProfDrDjurovic,"Djurovic, Branko (SDPS)",1,1.061217207,-0.643096133,orange,0.05,0.1,SDPS
mp_BrankoRuzhic,"Ruzic, Branko (SPS)",1,1.398235893,0.917356429,red,0.05,0.1,SPS
mp_BratimirVasiljevic,"Vasiljevic, Bratimir (SNS)",1,0.592642192,-0.509654156,blue,0.05,0.1,SNS
mp_DaliborRadichevic,"Radicevic, Dalibor (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_DarkoDrLaketic,"Laketic, Darko (SNS)",1,1.471804582,-1.058057053,blue,0.05,0.1,SNS
mp_DejanAndrejevic,"Andrejevic, Dejan (SNS)",1,0.989949526,-0.734939334,blue,0.05,0.1,SNS
mp_DejanDrNektarijevic,"Nektarijevic, Dejan (SNS)",1,0.192880948,-0.359402874,blue,0.05,0.1,SNS
mp_DejanKovachevic,"Kovacevic, Dejan (SNS)",1,1.215406961,-0.862114151,blue,0.05,0.1,SNS
mp_DejanMrChapo,"Capo, Dejan (LSV)",1,-5.180579545,2.983979264,khakki,0.05,0.1,LSV
mp_DejanMrRadenkovic,"Radenkovic, Dejan (SPS)",1,-0.057593341,-0.434020232,red,0.05,0.1,SPS
mp_DejanNikolic,"Nikolic, Dejan (DS)",1,-2.604240345,2.481583385,gold,0.05,0.1,DS
mp_DijanaDrVukomanovic,"Vukomanovic, Dijana (SPS)",1,1.155616683,-0.855189245,red,0.05,0.1,SPS
mp_DjorgjeChabarkapa,"Cabarkapa, Djordje (SPS)",1,0.426338203,-0.367604953,red,0.05,0.1,SPS
mp_DjorgjeKosanic,"Kosanic, Djordje (JS)",1,0.439827701,-0.008526188,darkviolet,0.05,0.1,JS
mp_DjorgjeMilicevic,"Milicevic, Djordje (SPS)",1,1.307026203,-0.967175232,red,0.05,0.1,SPS
mp_DjorgjeStojshic,"Stojsic, Djordje (LSV)",1,-1.630587154,1.495700434,khakki,0.05,0.1,LSV
mp_DraganaDrBarishic,"Barisic, Dragana (SNS)",1,1.241242119,-0.868811466,blue,0.05,0.1,SNS
mp_DraganAleksic,"Aleksic, Dragan (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_DraganJovanovic,"Jovanovic, Dragan (NS)",1,0.574934244,-0.399044433,violet,0.05,0.1,NS
mp_DraganMarkovic,"Markovic, Dragan (JS)",1,0.199698205,-0.186969053,darkviolet,0.05,0.1,JS
mp_DraganNikolic,"Nikolic, Dragan (SNS)",1,0.609059603,-0.509457895,blue,0.05,0.1,SNS
mp_DraganPaunovic,"Paunovic, Dragan (SNS)",1,1.157539882,-0.768764394,blue,0.05,0.1,SNS
mp_DraganPolovina,"Polovina, Dragan (SNS)",1,0.225488499,-0.142155978,blue,0.05,0.1,SNS
mp_DraganShormaz,"Sormaz, Dragan (SNS)",1,1.33761009,-0.732517743,blue,0.05,0.1,SNS
mp_DraganShutanovats,"Sutanovac, Dragan (DS)",1,-6.063554633,-1.275059037,gold,0.05,0.1,DS
mp_DraganTodorovic,"Todorovic, Dragan (PS)",1,1.598976683,-1.143377596,pink,0.05,0.1,PS
mp_DragoljubZindovic,"Zindovic, Dragoljub (SNS)",1,1.512395287,-1.103922503,blue,0.05,0.1,SNS
mp_DragomirKaric,"Karic, Dragomir (PSSBK)",1,-0.840999455,0.736382051,darkgrey,0.05,0.1,PSSBK
mp_DrazhenJaric,"Jaric, Drazhen (SNS)",1,0.984308687,-0.732000903,blue,0.05,0.1,SNS
mp_DubravkaFilipovski,"Filipovski, Dubravka (NS)",1,-0.309275379,0.198952845,violet,0.05,0.1,NS
mp_DushanBajatovic,"Bajatovic, Dusan (SPS)",1,0.210959423,-0.177706735,red,0.05,0.1,SPS
mp_DushanJankovic,"Jankovic, Dusan (SNS)",1,0.547218098,-0.456913978,blue,0.05,0.1,SNS
mp_DushanProfDrMilisavljevic,"Milisavljevic, Dusan (DS)",1,2.16253276,-1.962571954,gold,0.05,0.1,DS
mp_DushanStupar,"Stupar, Dusan (SNS)",1,1.291407434,-0.888164984,blue,0.05,0.1,SNS
mp_DushitsaNikolic,"Nikolic, Dusica (SNS)",1,0.828959347,-0.622026719,blue,0.05,0.1,SNS
mp_DushitsaStojkovic,"Stojkovic, Dusica (SNS)",1,1.290840339,-0.929046718,blue,0.05,0.1,SNS
mp_ElviraKovácsElviraKovach,"Kovács, Elvira (SVM)",1,1.170892788,-0.813760028,green,0.05,0.1,SVM
mp_GoranBogdanovic,"Bogdanovic, Goran (SDS)",1,-2.626382181,2.149675282,cyan,0.05,0.1,SDS
mp_GoranCiric,"Ciric, Goran (DS)",1,-3.921343988,3.521521815,gold,0.05,0.1,DS
mp_GoranKovachevic,"Kovacevic, Goran (SNS)",1,1.203921456,-0.762167466,blue,0.05,0.1,SNS
mp_GoranMladenovic,"Mladenovic, Goran (SNS)",1,-0.250517135,0.02836525,blue,0.05,0.1,SNS
mp_GoranVukadinovic,"Vukadinovic, Goran (SNS)",1,1.281946233,-0.883840396,blue,0.05,0.1,SNS
mp_GordanaDrZoric,"Zoric, Gordana (SNS)",1,1.416904628,-0.971476379,blue,0.05,0.1,SNS
mp_GordanaChomic,"Comic, Gordana (DS)",1,-8.971529876,5.904622324,gold,0.05,0.1,DS
mp_GordanaTopic,"Topic, Gordana (SPS)",1,0.469714032,-0.376534452,red,0.05,0.1,SPS
mp_GrozdanaBanats,"Banac, Grozdana (PUPS)",1,-0.69748245,0.309691732,darkred,0.05,0.1,PUPS
mp_IgorMrBechic,"Becic, Igor (Non-affiliated)",1,1.273451094,-0.920490532,grey,0.05,0.1,Non-affiliated
mp_IrenaAleksic,"Aleksic, Irena (SNS)",1,1.238163795,-0.857390998,blue,0.05,0.1,SNS
mp_IvanaDinic,"Dinic, Ivana (SPS)",1,1.251576284,-0.877276899,red,0.05,0.1,SPS
mp_IvanaStojiljkovic,"Stojiljkoviæ, Ivana (SNS)",1,1.231620445,-0.878955219,blue,0.05,0.1,SNS
mp_IvanDrBauer,"Bauer, Ivan (SDPS)",1,1.410881536,-0.908029082,orange,0.05,0.1,SDPS
mp_IvanKaric,"Karic, Ivan (ZS)",1,-2.855446677,2.98596266,darkgrey,0.05,0.1,ZS
mp_IvitsaJevtic,"Jevtic, Ivica (SNS)",1,1.392241513,-0.896806556,blue,0.05,0.1,SNS
mp_JankoDrVeselinovic,"Veselinovic, Janko (SDS)",1,-6.810375128,3.811517844,cyan,0.05,0.1,SDS
mp_JasminaObradovic,"Obradovic, Jasmina (SNS)",1,-0.154422023,0.476972844,blue,0.05,0.1,SNS
mp_JelenaMijatovic,"Mijatovic, Jelena (SNS)",1,1.170315021,-0.701831036,blue,0.05,0.1,SNS
mp_JelisavetaPribojats,"Pribojac, Jelisaveta (SNS)",1,1.283685885,-0.938294329,blue,0.05,0.1,SNS
mp_JelisavetaVeljkovic,"Veljkovic, Jelisaveta (PUPS)",1,1.086441529,-0.421809078,darkred,0.05,0.1,PUPS
mp_JezdimirDrVuchetic,"Vucetic, Jezdimir (SNS)",1,1.252326744,-0.895019171,blue,0.05,0.1,SNS
mp_JovanaJovanovic,"Jovanovic, Jovana (DS)",1,-2.795821354,2.592075341,gold,0.05,0.1,DS
mp_JovanMarkovic,"Markovic, Jovan (DS)",1,-6.247020237,1.143601729,gold,0.05,0.1,DS
mp_JovitsaJevtic,"Jevtic, Jovica (SNS)",1,0.361893076,0.059372112,blue,0.05,0.1,SNS
mp_KatarinaRakic,"Rakic, Katarina (SNS)",1,1.192879056,-0.829140561,blue,0.05,0.1,SNS
mp_KatarinaShushnjar,"Susnjar, Katarina (SNS)",1,1.325350505,-0.860455385,blue,0.05,0.1,SNS
mp_KonstantinArsenovic,"Arsenovic, Konstantin (PUPS)",1,1.123108658,-0.725448175,darkred,0.05,0.1,PUPS
mp_KrstimirPantic,"Pantic, Krstimir (SNS)",1,0.011252733,-0.042291354,blue,0.05,0.1,SNS
mp_LászlóVargaLasloVarga,"Varga, László (SVM)",1,1.956280897,-1.386326055,green,0.05,0.1,SVM
mp_LjibushkaLakatosh,"Lakatos, Ljibuska (SNS)",1,1.145357575,-0.767274706,blue,0.05,0.1,SNS
mp_LjiljanaDrBeronja,"Beronja, Ljiljana (SNS)",1,1.137455144,-0.808608419,blue,0.05,0.1,SNS
mp_LjiljanaKosoric,"Kosoric, Ljiljana (SPO)",1,-1.406492153,1.454808406,darkkhakki,0.05,0.1,SPO
mp_LjiljanaMalushic,"Malusic, Ljiljana (SNS)",1,1.222727275,-0.85445378,blue,0.05,0.1,SNS
mp_LjiljanaNestorovic,"Nestorovic, Ljiljana (SDPS)",1,1.304389549,-1.013228978,orange,0.05,0.1,SDPS
mp_LjubishaProfDrStojmirovic,"Stojmirovic, Ljubisa (Non-affiliated)",1,0.582721073,-0.431953391,grey,0.05,0.1,Non-affiliated
mp_LjubitsaMrdakovicTodorovic,"Mrdakovic Todorovic, Ljubica (SNS)",1,1.21836821,-0.78850931,blue,0.05,0.1,SNS
mp_MajaGojkovic,"Gojkovic, Maja (Non-affiliated)",1,1.314731591,-0.842139502,grey,0.05,0.1,Non-affiliated
mp_MarijaJevgjic,"Jevdjiæ, Marija (JS)",1,1.219693685,-0.86787027,darkviolet,0.05,0.1,JS
mp_MarijanRistichevic,"Risticevic, Marijan (Non-affiliated)",1,1.752684993,-1.122120976,grey,0.05,0.1,Non-affiliated
mp_MarijaObradovic,"Obradovic, Marija (SNS)",1,-0.334951483,0.795622451,blue,0.05,0.1,SNS
mp_MarijaStevanovic,"Stevanovic, Marija (SNS)",1,0.494114137,-0.450838691,blue,0.05,0.1,SNS
mp_MarjanaMarash,"Maras, Marjana (SPS)",1,1.248275253,-0.870962281,red,0.05,0.1,SPS
mp_MarkoDjurishic,"Djurisic, Marko (SDS)",1,-8.649012335,4.640572485,cyan,0.05,0.1,SDS
mp_MarkoProfDrAtlagic,"Atlagic, Marko (SNS)",1,1.027992348,-0.733520554,blue,0.05,0.1,SNS
mp_MehoOmerovic,"Omerovic, Meho (SDPS)",1,1.600617661,-1.165300801,orange,0.05,0.1,SDPS
mp_MilanDjuritsa,"Djurica, Milan (SNS)",1,1.482938153,-0.765154337,blue,0.05,0.1,SNS
mp_MilanDrLatkovic,"Latkovic, Milan (SPS)",1,0.513896093,-0.333491788,red,0.05,0.1,SPS
mp_MilankaJevtovicVukojichic,"Jevtovic Vukojicic, Milanka (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_MilanKorac,"Korac, Milan (PUPS)",1,-0.947270584,1.206240784,darkred,0.05,0.1,PUPS
mp_MilanKovachevic,"Kovacevic, Milan (SNS)",1,-0.045507293,-0.092727793,blue,0.05,0.1,SNS
mp_MilanKrkobabic,"Krkobabic, Milan (PUPS)",1,0.76947279,-0.483127074,darkred,0.05,0.1,PUPS
mp_MilanNovakovic,"Novakovic, Milan (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_MilanPetric,"Petric, Milan (SNP)",1,-2.798543569,1.944754169,darkgrey,0.05,0.1,SNP
mp_MilanProfDrKnezhevic,"Knezevic, Milan (SNS)",1,1.336903726,-0.992280223,blue,0.05,0.1,SNS
mp_MilanStevanovic,"Stevanovic, Milan (SNS)",1,1.07001599,-0.472299766,blue,0.05,0.1,SNS
mp_MilenaBicanin,"Bicanin, Milena (SDPS)",1,1.402035372,-1.033794356,orange,0.05,0.1,SDPS
mp_MilenaCorilic,"Corilic, Milena (PUPS)",1,0.804728859,-0.55148975,darkred,0.05,0.1,PUPS
mp_MilenaTurk,"Turk, Milena (SNS)",1,1.23946855,-0.872613711,blue,0.05,0.1,SNS
mp_MiletaPoskuritsa,"Poskurica, Mileta (SNS)",1,-0.255488224,0.150265782,blue,0.05,0.1,SNS
mp_MileticMihajlovic,"Mihajlovic, Miletic (SPS)",1,1.302351787,-1.023399345,red,0.05,0.1,SPS
mp_MilijaMiletic,"Miletic, Milija (USS)",1,1.24901836,-0.87677177,darkgrey,0.05,0.1,USS
mp_MilinkoZhivkovic,"Zivkovic, Milinko (SNS)",1,0.061528734,-0.168446867,blue,0.05,0.1,SNS
mp_MilisavPetronijevic,"Petronijevic, Milisav (SPS)",1,1.486959756,-1.144093176,red,0.05,0.1,SPS
mp_MiljanaNikolic,"Nikolic, Miljana (SNS)",1,0.229566047,-0.207517931,blue,0.05,0.1,SNS
mp_MiljanaZindovic,"Zindovic, Miljana (SPS)",1,0.740791595,0.425975425,red,0.05,0.1,SPS
mp_MiloradDrMijatovic,"Mijatovic, Milorad (SDPS)",1,1.452657693,-1.119953725,orange,0.05,0.1,SDPS
mp_MiloradStoshic,"Stosic, Milorad (PUPS)",1,1.119685249,-0.61044074,darkred,0.05,0.1,PUPS
mp_MiloradTsvetanovic,"Tsvetanovic, Milorad (SNS)",1,0.46450354,0.010164329,blue,0.05,0.1,SNS
mp_MilosavMilojevic,"Milojevic, Milosav (SNS)",1,1.052960457,-0.764821161,blue,0.05,0.1,SNS
mp_MiloshToshanic,"Tosanic, Milos (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_MilovanDretsun,"Drecun, Milovan (SNS)",1,1.176975539,-0.805543025,blue,0.05,0.1,SNS
mp_MilutinMrkonjic,"Mrkon?ic, Milutin (SPS)",1,1.623521654,-1.063690066,red,0.05,0.1,SPS
mp_MiodragLinta,"Linta, Miodrag (Non-affiliated)",1,0.433310045,0.00966351,grey,0.05,0.1,Non-affiliated
mp_MiodragNikolic,"Nikolic, Miodrag (Non-affiliated)",1,1.543981447,-0.78603835,grey,0.05,0.1,Non-affiliated
mp_MiraPetrovic,"Petrovic, Mira (PUPS)",1,0.969871715,-0.575559989,darkred,0.05,0.1,PUPS
mp_MirjanaAndric,"Andric, Mirjana (SNS)",1,1.391182501,-0.988358557,blue,0.05,0.1,SNS
mp_MirjanaDjokovic,"Djokovic, Mirjana (SNS)",1,1.222038674,-0.85891583,blue,0.05,0.1,SNS
mp_MirjanaDragash,"Dragas, Mirjana (SPS)",1,1.147615415,-0.821508564,red,0.05,0.1,SPS
mp_MirjanaMarjanovic,"Marjanovic, Mirjana (SNS)",1,1.246038885,-0.869597104,blue,0.05,0.1,SNS
mp_MirkoChikiriz,"Cikiriz, Mirko (SPO)",1,1.750195332,-1.081442939,darkkhakki,0.05,0.1,SPO
mp_MirkoKrlic,"Krlic, Mirko (SNS)",1,1.262386303,-0.895136448,blue,0.05,0.1,SNS
mp_MiroljubStankovic,"Stankovic, Miroljub (PUPS)",1,0.409650098,-0.406859842,darkred,0.05,0.1,PUPS
mp_MiroslavMarkicevic,"Markicevic, Miroslav (NS)",1,-0.773033713,0.760381653,violet,0.05,0.1,NS
mp_MladenGrujic,"Grujic, Mladen (NS)",1,0.886459571,-0.552376039,violet,0.05,0.1,NS
mp_MladenLukic,"Lukic, Mladen (SNS)",1,0.254296547,-0.137077173,blue,0.05,0.1,SNS
mp_MomirStojanovic,"Stojanovic, Momir (SNS)",1,1.788095217,-1.71477206,blue,0.05,0.1,SNS
mp_MomoCholakovic,"Colakovic, Momo (PUPS)",1,1.029535707,-0.828622491,darkred,0.05,0.1,PUPS
mp_MuamerDrBachevats,"Bacevac, Muamer (SDPS)",1,0.588019358,-1.251899258,orange,0.05,0.1,SDPS
mp_MujoMukovic,"Mukovic, Mujo (BNS)",1,1.480230227,-1.101689648,darkgrey,0.05,0.1,BNS
mp_NadaLazic,"Lazic, Nada (LSV)",1,-9.708923157,7.615221251,khakki,0.05,0.1,LSV
mp_NaditsaNikolicTanasijevic,"Nikolic Tanasijevic, Nadica (SNS)",1,0.792606589,-0.202630101,blue,0.05,0.1,SNS
mp_NebojshaBeric,"Beric, Nebojsa (SNS)",1,1.253276865,-0.88374547,blue,0.05,0.1,SNS
mp_NebojshaProfDrPetrovic,"Petrovic, Nebojsa (PS)",1,0.710509893,-0.580613104,pink,0.05,0.1,PS
mp_NebojshaTatomir,"Tatomir, Nebojsa (SNS)",1,0.621528434,-0.504717604,blue,0.05,0.1,SNS
mp_NegjoJovanovic,"Jovanovic, Nedjo (SPS)",1,1.012365873,-0.654452652,red,0.05,0.1,SPS
mp_NenadMilosavljevic,"Milosavljevic, Nenad (SPS)",1,1.012183893,-0.668220635,red,0.05,0.1,SPS
mp_NenadMitrovic,"Mitrovic, Nenad (SNS)",1,0.617832008,-0.520771315,blue,0.05,0.1,SNS
mp_NenadNikolic,"Nikolic, Nenad (SNS)",1,-0.062287746,-0.09809182,blue,0.05,0.1,SNS
mp_NevenaStojanovic,"Stojanovic, Nevena (JS)",1,1.259400022,-0.884455173,darkviolet,0.05,0.1,JS
mp_NevenkaMiloshevic,"Milosevic, Nevenka (SNS)",1,1.450985978,-1.030229808,blue,0.05,0.1,SNS
mp_NikolaJolovic,"Jolovic, Nikola (SNS)",1,-0.184099171,-0.081768911,blue,0.05,0.1,SNS
mp_NinoslavDrGiric,"Giric, Ninoslav (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_NinoslavDrStojadinovic,"Stojadinovic, Ninoslav (SDS)",1,-6.704277621,4.899688158,cyan,0.05,0.1,SDS
mp_NovitsaTonchev,"Toncev, Novica (SPS)",1,1.486275433,-0.590664948,red,0.05,0.1,SPS
mp_ObradDrIsailovic,"Isailovic, Obrad (SNS)",1,-1.395901943,-0.377859107,blue,0.05,0.1,SNS
mp_OlenaPapuga,"Papuga, Olena (LSV)",1,-4.689621022,5.03326798,khakki,0.05,0.1,LSV
mp_OlgitsaBatic,"Batic, Olgica (DHSS)",1,0.520852605,-0.306312012,darkgrey,0.05,0.1,DHSS
mp_OliveraPauljeskic,"Pauljeskic, Olivera (SNS)",1,1.385493183,-1.007763596,blue,0.05,0.1,SNS
mp_OliveraPeshic,"Pesic, Olivera (SNS)",1,1.181465581,-0.826058037,blue,0.05,0.1,SNS
mp_PetarPetrovic,"Petrovic, Petar (JS)",1,1.45770097,-1.065865362,darkviolet,0.05,0.1,JS
mp_PetarShkundric,"Shkundric, Petar (SPS)",1,0.650858112,0.624227317,red,0.05,0.1,SPS
mp_PredragDrMijatovic,"Mijatovic, Predrag (SNS)",1,0.773287419,-0.707968566,blue,0.05,0.1,SNS
mp_RadmiloKostic,"Kostic, Radmilo (SNS)",1,1.381576751,-1.023898769,blue,0.05,0.1,SNS
mp_RadoslavDrJovic,"Jovic, Radoslav (SNS)",1,0.424921265,-0.340133748,blue,0.05,0.1,SNS
mp_SabinaDazdarevic,"Dazdarevic, Sabina (SDA)",1,-3.887732904,3.581945968,darkgrey,0.05,0.1,SDA
mp_SanjaNikolic,"Nikolic, Sanja (SNS)",1,1.194072844,-0.831942227,blue,0.05,0.1,SNS
mp_SanjaTutsakovic,"Tutsakovic, Sanja (Non-affiliated)",1,0.509575,0.514890833,grey,0.05,0.1,Non-affiliated
mp_SashaMaksimovic,"Maksimovic, Sasa (SNS)",1,1.113514874,-0.750684826,blue,0.05,0.1,SNS
mp_SashaMirkovic,"Mirkovic, Sasa (Non-affiliated)",1,0.209658319,-0.137662168,grey,0.05,0.1,Non-affiliated
mp_SinishaMaksimovic,"Maksimovic, Sinisa (SPS)",1,0.308465309,0.073942471,red,0.05,0.1,SPS
mp_SlavitsaDjukicDejanovic,"Djukic Dejanovic, Slavica (SPS)",1,0.709977916,-0.567522303,red,0.05,0.1,SPS
mp_SlobodanDrGvozdenovic,"Gvozdenovic, Slobodan (SNS)",1,1.262105504,-0.885314874,blue,0.05,0.1,SNS
mp_SlobodanHomen,"Homen, Slobodan (Non-affiliated)",1,-1.715943026,1.675802947,grey,0.05,0.1,Non-affiliated
mp_SlobodanPeric,"Peric, Slobodan (SNS)",1,-0.109534988,-4.843794392,blue,0.05,0.1,SNS
mp_SonjaVlahovic,"Vlahovic, Sonja (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_SrgjanDragojevic,"Dragojevic, Srdjan (SPS)",1,1.116462263,-0.595841442,red,0.05,0.1,SPS
mp_SrgjanKruzhevic,"Kruzevic, Srdjan (JS)",1,0.555654725,-0.855870305,darkviolet,0.05,0.1,JS
mp_StefanaMiladinovic,"Miladinovic, Stefana (SPS)",1,1.850819875,-1.518101996,red,0.05,0.1,SPS
mp_SuzanaSharats,"Sarac, Suzana (SNS)",1,0.95413929,-0.689187277,blue,0.05,0.1,SNS
mp_SuzanaSpasojevic,"Spasojevic, Suzana (SPS)",1,0.545442542,-0.127086751,red,0.05,0.1,SPS
mp_SvetislavVukmiritsa,"Vukmirica, Svetislav (SNS)",1,1.196196545,-0.86264171,blue,0.05,0.1,SNS
mp_TanjaTomashevicDamnjanovic,"Tomasevic Damnjanovic, Tanja (SNS)",1,1.249270551,-0.877091249,blue,0.05,0.1,SNS
mp_VanjaVukic,"Vukic, Vanja (SPS)",1,1.390519711,-0.870379877,red,0.05,0.1,SPS
mp_VeliborStojkovic,"Stojkovic, Velibor (SNS)",1,1.938723724,-1.328962854,blue,0.05,0.1,SNS
mp_VelimirStanojevic,"Stanojevic, Velimir (NS)",1,0.502547057,-0.463824692,violet,0.05,0.1,NS
mp_VelinkaToshic,"Tosic, Velinka (SNS)",1,1.259151244,-0.883796573,blue,0.05,0.1,SNS
mp_VeraPaunovic,"Paunovic, Vera (PUPS)",1,1.313817629,-0.915933163,darkred,0.05,0.1,PUPS
mp_VeroljubArsic,"Arsic, Veroljub (Non-affiliated)",1,1.157563443,-0.84427443,grey,0.05,0.1,Non-affiliated
mp_VeroljubMatic,"Matic, Veroljub (Non-affiliated)",1,0.49087355,-0.467257482,grey,0.05,0.1,Non-affiliated
mp_VesnaDrRakonjats,"Rakonjac, Vesna (SNS)",1,1.090490801,-0.708562033,blue,0.05,0.1,SNS
mp_VesnaDrSimic,"Simiæ, Vesna (SNS)",1,1.236191897,-0.851866883,blue,0.05,0.1,SNS
mp_VesnaMarjanovic,"Marjanovic, Vesna (DS)",1,-2.204066071,2.018531483,gold,0.05,0.1,DS
mp_VesnaMarkovic,"Markovic, Vesna (SNS)",1,1.185313572,-0.72413563,blue,0.05,0.1,SNS
mp_VesnaMartinovic,"Martinoviæ, Vesna (DS)",1,-5.641524866,-6.080391581,gold,0.05,0.1,DS
mp_VesnaProfDrBesarovic,"Besarovic, Vesna (SDPS)",1,0.922947165,-0.453159773,orange,0.05,0.1,SDPS
